,content,cyber_label,environmental_issue
954,", artificial intelligence, automation in all of
its forms, natural language processing, visual recognition software, virtual reality
simulations) in the marketplace and in our organization may require new skills that
either are in short supply in the market for talent or require significant efforts to upskill
and reskill our existing employees

• Geopolitical shifts, regional conflicts, and instability in governmental regimes or
expansion of global terrorism may restrict the achievement of our global growth and
profitability objectives

• Anticipated increases in labor costs may affect our opportunity to meet profitability
targets

• The current interest rate environment may have a significant effect on the
organization’s capital costs and operations

• Government policies surrounding public health practices (in response to the pandemic)
and stimulus to drive recovery and national resilience may significantly impact the
performance of our business

• Shifts in perspectives and expectations about social issues and priorities surrounding
diversity, equity and inclusion (e.g.",,1
955,"Adverse outcomes of
frontier technologies

Digital inquality

Terrorist attacks
Asset bubble burst

Collapse or lack of public
infrastructure and services

Cost-of-living crisis

Geoeconomic confrontation

Erosion of social cohesion
and societal polarization

Large-scale environmental
damage incidents

Debt crises

Failure to stabilize
price trajectories

Prolonged economic
downturn

Interstate conflict

Ineffectiveness of multilateral institutions
and international cooperation

Failure to mitigate climate change

Failure of climate-change adaption

Natural resource crises
Large-scale
involuntary

migration
Widespread cybercrime

and cyber insecurity

Misinformation and disinformation

Severe mental health deterioration

Biodiversity loss and ecosystem collapse

Natural disasters
and extreme weather

Chronic diseases and health conditions

Risk categories Economic Environmental Geopolitical Societal Technological

Higher
severity

Higher
severity
2023   30
These include:

• Natural ecosystems: deteriorating risks to
natural capital (“assets” such as water, forests
and living organisms) due to growing trade-offs
and feedback mechanisms relating to climate
change, taking us past the point of no return.

• Human health: chronic risks that are being
compounded by strained healthcare systems
facing the social, economic and health
aftereffects of the COVID-19 pandemic.

• Human security: a nascent reversal in
demilitarization and growing vulnerability of nucleararmed states to emerging technologies, emerging
from new weapons and multi-domain conflicts.

",,1
956,"IN
TE

RV
IE

W
AXA is well positioned to incentivize positive
behaviours, and is working hand-in-hand with all
stakeholders to address future global challenges

16 / AXA FUTURE RISKS REPORT 20221 TOP RISKS: GLOBALIZATION AT A CROSSROADS
1 TOP RISKS: GLOBALIZATION AT A CROSSROADS

Global trends in geopolitics and macro-economics
are driving deglobalization and trade regionalization.
Rising geopolitical tensions–most importantly between
the US and China – are increasing policy risks, and these
risks are compounded by recent economic instability.

This international policy environment will particularly
affect deglobalization in trade and technology supply
chains. For instance, China’s efforts to leverage market
access and export dependence to gain support for its
foreign policy ambitions have driven many Western
governments to tighten their own export controls and
take stock of supply chain vulnerabilities to mitigate
strategic risks.

The Biden administration has largely maintained its
predecessor’s policy with tariffs on Chinese goods and
encourages reshoring and “friendshoring” more broadly.
At the same time, Western-led sanctions on Moscow
following its invasion of Ukraine are reshaping and
deglobalizing energy markets along geopolitical lines.

Even where multilateral trade policy remains robust,
agreements increasingly reflect geopolitical alignments
and seek to shape global standards accordingly.
",,0
957,"Threats relating to climate change,
health and geopolitical tensions have
already materialized visibly. One big
threat that has not materialized, and
may do so in the near future, is a
large-scale cyber-attack crippling
essential infrastructure such as health
services, energy storage or payment
systems. Cyber risks are compounded
by geopolitical tensions and the
digitalization of our daily lives, and
continue to rank high in this year’s
survey – in 3rd position among
experts. While pandemic-related risks
drop to 5th, the survey overall points
to both cyber and wider health risks
– such as mental health and changing
patterns of infectious diseases –
becoming entrenched as a “new
normal” in the overall risk landscape.

Insurance has historically been an enabler in
the face of uncertainty. From maritime voyages
and fire insurance to the development of
terrorism, nuclear and IT insurance, insurers –
often working alongside governments – have
long played a critical role in facilitating business
and cooperation in conditions of geopolitical
instability, whether related to the emergence of
new technologies or novel threats more broadly.

",1.0,1
958,"Those leaders who

understand how insights about emerging risks can be used

to navigate the world of uncertainty nimbly increase their

organization’s ability to pivot when the unexpected occurs.

That can translate into sustainable competitive advantage.

To help executives and boards better identify potential risks

on the horizon, Protiviti and NC State University’s ERM

Initiative are pleased to provide this report focusing on the

top risks currently on the minds of boards of directors and

senior executives around the globe. This report contains

results from our 11th annual worldwide risk survey of

directors and executives to obtain their views on the

extent to which a broad collection of risks is likely to affect

their organizations over the next year — 2023. In addition

to insights about near-term risks in 2023, we also asked

respondents to consider how these risks will affect their

organizations a decade from now (in 2032).  ",,0
959,"There is noticeable variation among

different leaders about what risks are most critical,

highlighting the importance of engaging in conversations

about the most significant risks for their organizations.

• A long-term view of risks is vital in navigating the

near term. As organizations manage the challenges

2023 brings, they should also prepare for the long term

by addressing issues noted in this survey, including

effectively transforming legacy IT infrastructures,

emphasizing the customer experience, investing in future

growth opportunities, ensuring privacy and security, and

advancing capabilities to deploy advanced data analytics.

A long-term outlook helps companies focus on where to

invest to be more resilient for the unexpected and better

prepared for the next phase of growth.

The top 10 risks for both 2023 and a decade later (2032)

are highlighted in the charts that follow. As indicated by the

red arrows, each of the top 10 risks for 2023 is rated higher

than it was for 2022, and each of the 2032 risks is higher

than last year’s survey that looked out to 2031.

",,1
960,"EY research shows cybersecurity is becoming an ever more
critical principle for telco organizations, with 58% of CISOs believing the pandemic
has allowed cybersecurity professionals to raise their profile.

But the growing prominence of the security function is being undermined by
inadequate relationships with other parts of the business. While over half of CISOs
believe that relationships between security teams and IT or risk teams are founded
on moderate or high levels of trust, just 31% consider their relationships with
product development teams to be similarly grounded.

How would you rate the relationship between the security team and other
business functions?

High consultation

Building relationship Distrust

Moderate consultation Low consultation

Product development

IT

Risk

35% 37% 21% 5%

9%30%28%23%9%

2%

2%19%26%26%28%

Trust between telco security teams and other business functions is uneven4

2
Underestimating
changing imperatives
in security and trust

Telcos are struggling to stay ahead of growing cyberthreats,
with EY research³ showing that 46% of consumers believe
that it is impossible to keep their online data secure

8

Top 10 risks in telecommunications
TMT employees agree company
culture has gotten better since the
beginning of the pandemic.

",1.0,0
961,"Scenario four: high global inflation fuels social unrest

Very high probability; Moderate impact
Persistent inflationary pressures, caused by supply-chain disruptions and Russia’s invasion of Ukraine,
are pushing up global inflation, which is at its highest level since the 1990s. If inflation rises much higher
than wage increases, making it hard for poorer households to purchase basic staples, it could spark
social unrest. Such protest movements have arisen in India, Ecuador and Argentina. In an extreme
scenario, protests could push workers in major economies and employed by large manufacturers to coordinate large-scale strikes demanding higher salaries that match inflation. Such movements, similar to
those that have affected critical services in the UK (ports, postal services, barristers and railways), could
paralyse entire industries and spill over to other sectors or countries, weighing on global growth.

Scenario five: new variant of coronavirus, or another infectious disease, sends
global economy back into recession

Moderate probability; Very high impact
Amid global vaccine inequity, the relaxation of government policies and pandemic fatigue, we
expect a new variant of covid-19 to emerge in late 2022 or early 2023. If it escapes immunity
(despite a reformulation of vaccines), this could cause a repeat of 2020. ",,0
962,"194

http://www.protiviti.com
– Did urgent efforts to adopt new tools and

technologies and transition to a virtual workplace

achieve acceptable productivity and returns?

– In transitioning to a work-from-anyplace virtual

environment, were we able to address the

information security issues created by the transition?

– Was our culture resilient enough to pivot in response

to the pandemic’s effects on our customers, employees,

third-party relationships and supply chain?

– Have we performed a post-mortem to understand

what we learned from the pandemic experience?

Evaluate whether our risk focus is
positioned to provide strategic value

Given the pace of change experienced in the industry and

the relative riskiness and nature of the organization’s

operations:

• Are we centering our focus on risks in the context of

our organization’s execution of the strategy, achieving

its business objectives, sustaining its operations, and

preserving its brand image and reputation?

• Is our leadership’s knowledge of top risks enhanced by

the organization’s risk management process serving as a

value-added input to the strategy-setting process?

• Does our risk management process consider a sufficient

time horizon to pick up looming strategic and emerging

risks (“gray rhinos”), e.g.",,0
963,"Military Economic

Cyberwar
erupts

Deteriorating ties
between China and
the EU/US

Monetary tightening
leads to global
recession

Cold winter worsens
Europe's energy crisis

New, highly aggressive
variant of covid-19
emerges

Extreme weather and war
in Ukraine prompt famine

Guxxxxxxxx

China's zero-covid policy

Conflict erupts between
China and Taiwan

Environmental

War in Ukraine turns
into global conflict

High inflation fuels
social unrest
RISK OUTLOOK 2023
TEN RISK SCENARIOS THAT COULD RESHAPE THE GLOBAL ECONOMY

© The Economist Intelligence Unit Limited 20222

ration energy usage, leading to waves of blackouts. Governments could also halt price protections
for households, increasing heating costs further and thus fuelling poverty and eroding consumers’
purchasing power. A breakdown of EU solidarity is another risk, with member states possibly halting
or reducing gas flows to their neighbours to prevent domestic shortages. Given their high level of
dependency on Russian gas, central Europe, Germany and Austria would be the most exposed to a
deep recession in such a scenario.

Scenario two: extreme weather adds to commodity price spikes, fuelling global
food insecurity

High probability; High impact
Climate change models point to an increased frequency of extreme weather events. ",,1
964,"If regimes such as North Korea
or Russia are behind the attack, then
the business could fall foul of breaching
sanctions regimes.

“It is critical that organisations make
sure they have links across the different
elements of the business dealing with
cyber and data security, and with
regulatory compliance,” Foyle says.
“Internal auditors must ensure that those
lines exist and that the controls ensuring
fast and clear communication are in place
and work.” Ideally, the internal audit team
would have at least one member of staff
with sound cyber skills and knowledge,
she adds.

Cyber and economic
crimes merging
Cybercrime taxonomies are also evolving.
Cyber enabled crime involves attacks,
such as phishing emails, that may lead
to a hacker defrauding a company. Pure
cybercrime, or cyber dependent crime,
on the other hand, entails hacking
to steal or ransom data. But these
categories are increasingly blending
because technologies now enable more
sophisticated attacks to combine several
elements in one infringement.

",1.0,0
965,"Individuals are increasingly exposed to the misuse of
personal data by the public and private sector alike,
2023   42
Edges

Digital power concentration

Digital inequality

Breakdown of critical
information infrastructure

Proliferation of illicit
economic activity

Interstate conflict

Terrorist attacks

Misinformation and
disinformation

Adverse outcomes
of frontier technologies

Widespread cybercrime
and cyber insecurity

Source

World Economic Forum, Global Risks
Perception Survey 2022-2023.

Risk interconnections: cyber insecurityF I G U R E  2 . 9

Risk categories Economic Environmental Geopolitical Societal Technological

Edges
Relative influence

High

Low
Medium

Risk influence
Nodes

High

Low
Medium

Reference

ranging from discrimination of vulnerable populations
and social control to potentially bioweaponry.84

Not all threats to the digital autonomy and
sovereignty of individuals are malicious in nature.
Larger data sets and more sophisticated analysis
also heighten the risk of the misuse of personal
information through legitimate legal mechanisms,
weakening the human right to privacy,85 even
in democratic and strongly regulated regimes.
Legal incursions on privacy can be motivated by
public safety considerations, crime prevention and
response, economic development and better health
outcomes. ",1.0,0
966,"Source: PwC Pulse Survey, November 2, 2022: base of 657, CFO base of 91 PwC Pulse Survey - November 2022

How confident are you in your company’s ability to do the following?

Manage exchange rate volatility 8% 26% 30% 18% 19%

Achieve near-term growth goals 5% 26% 53% 15% 0%

Achieve adequate and effective compliance 0% 11% 49% 38% 1%

Drive down overall cost of compliance
while effectively mitigating risk 18% 32% 34% 11% 5%

Make an acquisition 9% 16% 33% 29% 13%

Execute on overall business
transformation initiatives 1% 22% 52% 23% 2%

Free up working capital 4% 35% 37% 18% 5%

Make progress on environmental issues 2% 23% 34% 26% 14%

Maintain a respectful work environment 1% 8% 42% 47% 2%

Prevent “quiet quitting” 11% 41% 33% 14% 1%

Exit low performers 10% 19% 44% 26% 1%

Confirm change initiatives deliver expected results 5% 31% 46% 16% 1%

Completely confident

Not at all confident Unsure/not applicable

Somewhat confident

Mostly confident
75

CFO and finance leaders

*Note: Total may not add up to 100% due to rounding.
",,0
967,"A blended
approach entails both conducting audits

CLIMATE CHANGE AND
ENVIRONMENTAL SUSTAINABILITY

“You could say that
governance is the mother
of all concerns and
all solutions”
Executive summary: Navigating
the
interlocking risks

Methodology

Key survey findings

Macroeconomic and geopolitical risk,
emerging and strategic risk: Auditing
in a time of crisis

Climate change and environmental
sustainability: Transition to climate
change auditing

Human capital, diversity and talent
management: The human factor

Cybersecurity and data security:
Auditing at the speed of crime

Digital disruption and new technology:
Switching to automatic

PAGE 26 OF 48

How internal audit can help the organisation

1. Talk to the CEO or board to help them reflect on
where the company stands on climate change and
what it really wants to achieve compared with
regulations, competitors and societal expectations.

2. Understand the company’s goals and current
maturity on climate-related sustainability and assess
how far this is reflected in the business and action
plans on different levels.

3. Assess how far management has both considered the
organisation’s impact on the environment and the
environment’s impact on the business – the issue of
double materiality.

4. Assess the reliability of the organisation’s
climate-related KPIs.

5. ",,0
968,"Amid other destabilising factors (for
example the war in Ukraine, supply-chain disruptions, the strength of the US dollar and China’s zerocovid policy), this situation could trigger a global recession. In developed countries, the economic
slowdown could deepen, resulting in an asset market crash that would weigh on global growth. In
emerging markets, interest-rate rises could prompt extreme currency depreciations and raise the risk
of sovereign debt defaults (as happened in Sri Lanka in April).

Scenario nine: China’s zero-covid policy leads to severe recession

Low probability; High impact
China’s government continues to believe covid-19 containment measures to be necessary. We
therefore expect China’s zero-covid policy to persist until mid-2023. With another coronavirus variant
likely to emerge this winter, strict lockdown measures in China remain probable. These, combined
with the persistent weakness in China’s property sector, energy sector woes and a recent drought,
could cause China’s economy to contract severely. This would weigh on global economic activity,
deteriorating already weak investor sentiment and dampening the performance of global financial
markets. International companies could diversify their operations to non-China-based manufacturing

Major central banks are rapidly raising interest rates
(main policy interest rate*; % end of period)

Source: EIU. ",,0
969,"An indifferent response to Russian aggression could
invite a global backlash, undermining China’s international
standing and adding to economic risks. China’s foreign
policymaking would be less marked by overzealousness and
miscues if it was informed by effective debate and feedback
on likely global responses. In this, as in other critical policy
areas, Xi will be listening to no one more than himself.

The last time a Chinese leader had this much power to pursue
such a misguided policy agenda, the result was widespread
famine, economic ruin, and death. While another Cultural
Revolution or Great Leap Forward is unlikely given the size
of China’s educated urban middle class, Xi’s consolidation of
power will take China at least a few steps backward this year.

",,0
970,"The majority of GRPS respondents assessed
existing measures to prevent or prepare for the
Failure to mitigate climate change, Failure of
climate-change adaptation, and Biodiversity loss
and ecosystem collapse as ineffective or highly
ineffective (Figure 4.1). Similarly, most respondents
considered preparedness to be inadequate for
Misinformation and disinformation, Erosion
of social cohesion and societal polarization,
Involuntary migration and Cost-of-living crisis.

The growing global awareness of these risks is clear,
but further action will likely continue to be stymied,
given perceived shorter-term and localized crises
and trade-offs. Without minimizing the need for an
effective response, the over-prioritization of current
challenges can quickly descend into a doom-loop
of continuous global shocks, whereby resources
are absorbed by crisis management, rather than
directed to preparedness for future risks. Complex
challenges cannot be solely solved by short-term
decision-making – and yet long-term thinking alone
is insufficient in the face of currently unfolding crises.

To break the cycle, business leaders and policymakers need to embrace complexity and adopt a
dual vision that more effectively balances current
crisis management with a longer-term lens. ",,0
971,", post-Brexit implementations, escalating tariffs, border
restrictions and shifts to multilateralism) as well as assumptions underlying globalization may affect our
ability to operate effectively and efficiently in international markets

2023 ● ● ● ● ● ●

2032 ● ● ● ● ● ●

Uncertainties from reliance on international markets for key elements of our supply chain will continue
to create significant challenges for us to meet revenue/profitability goals

2023 ● ● ● ● ● ●

2032 ● ● ● ● ● ● 118

http://www.protiviti.com
Strategic Risk Issues Year FS CPS MD TMT HC EU

Our organization may not be sufficiently resilient and/or agile to manage an unexpected crisis (including
a catastrophic event) significantly impacting our operations or reputation

2023 ● ● ● ● ● ●

2032 ● ● ● ● ● ●

Rapid speed of disruptive innovations enabled by advanced technologies (e.g.",,1
972,"– Short-term outlook for the world: 1,233

– Long-term outlook for the world: 1,231

• Currently Manifesting Risks: 1,180
respondents ranked at least one manifesting risk.

• Global Severity 2 Years and 10 Years: 1,091
respondents evaluated the severity of at least
one risk in one time frame.

– Short-term severity: 1,086

– Long-term severity: 999

• Global Risks Consequences: 877 respondents
paired at least one materializing risk with its
consequence.
2023   77
• Risk Preparedness and Governance: 869
respondents answered at least one of the
preparedness and governance questions.

– 839 respondents scored the effectiveness
level for at least one risk

– 789 respondents mapped at least one
stakeholder against at least one risk

• Future Outlook for the World: 869 respondents
answered the Future Outlook for the World
question.

• Sample distribution: the 1,249 respondent
who answered at least one non-demographic
question were used to calculate the sample
distribution by place of residence (region),
gender, age, area of expertise and organization
type.

Figure A.2 presents some key descriptive
statistics and information about the profiles of the
respondents.

Source

World Economic Forum Global Risks
Perception Survey 2022-2023.

",,0
973,"Tehran has sold Moscow hundreds of drones used to
attack civilians in Ukrainian cities, and it is poised to build
a drone production factory in Russia and ship short-range
ballistic missiles. Combined with repression at home
(supported by Russia), Iran’s involvement in a European
war has swung public and elite opinion on the continent
sharply against the Islamic Republic; it will also lead the
United States to impose additional economic sanctions
and otherwise disrupt Iran’s supply chains, with Europe
likely to step up its own measures over human rights
concerns and Tehran’s military cooperation with Moscow.

These three factors—domestic repression, nuclear
advances, and involvement in the Ukraine war—all combine
to increase the risk of confrontation with Iran this year.

With a nuclear deal out of reach, the gloves will again come
off between Iran and Israel. Israel’s new prime minister,
Binyamin Netanyahu, has been committed for decades
to setting back Iran’s nuclear advances. Israel will likely
ramp up covert efforts through cyberattacks and sabotage
of key nuclear sites and critical infrastructure. For its part,
Iran will likely retaliate against Israel with strikes from
Syria, Lebanon, Iraq, Yemen, Gaza—and at sea.

",,0
974,"Third-Party Viability

Key Risk Indicators

• The combination of new third-party reporting requirements and increasing financial

or operational constraints could increase the risk of reputational damage from third

parties in 2023.

• Due to inputs, staffing and other economic challenges, suppliers and others may

reorient focus from supply chain ethics and ESG toward more acute problems.

• The U.S. proposed joining other countries in requiring reporting of Scope 3

emissions (from “upstream or downstream” activity), while the U.K. and EU will

enhance existing Scope 3 requirements.

• Number of critical third parties

• Number of disruptions and failures involving or triggered by third parties

• Critical supplier percentage of invoices paid on time

• Current macroeconomic conditions raise concerns about third parties’ business

continuity, including their financial viability.

• As a long period of low interest rates and low inflation gives way to ballooning

costs and volatility, investors are de-risking portfolios, and banks are restricting

credit. ",,0
975,"2023   97
World Economic Forum
91–93 route de la Capite
CH-1223 Cologny/Geneva
Switzerland

Tel.:  +41 (0) 22 869 1212
Fax: +41 (0) 22 786 2744
contact@weforum.org
www.weforum.org

The World Economic Forum,
committed to improving
the state of the world, is the
International Organization for
Public-Private Cooperation.

The Forum engages the
foremost political, business
and other leaders of society
to shape global, regional
and industry agendas.",,0
976,"Globally, more than
1 billion people will be aged over 65 in 2030 with 210
million aged over 80, about double the numbers in
2010. Ageing populations in key manufacturing hubs
(China, Germany, Italy, Japan, etc.)will likely add to
inflation and limit available investment capital.

A3485140
9© 2023 Copyright owned by one or more of the KPMG International entities.
KPMG International entities provide no services to clients. All rights reserved.

On the other hand, India is expected to provide more than one-sixth of the growth in global working population
(age15-64) between now and 2050. By April 2023, the United Nations (UN) expects India to surpass China as the
most populous country on Earth. Looking ahead, the bulk of global population growth in 2050 and beyond will be
concentrated in Africa, with rapid growth constituting both an opportunity and a threat to its development objectives.
If new production centers are successfully established, it could exponentially increase growth and development in
the region. Alternatively, mass migration to ageing countries may heighten the risk of political and social unrest. ",,0
977,"Chief Strategy and
Compliance Officer

Saudi Arabia
Alfaisal University
Mohammed Kafaji, Vice Dean for Quality Assurance
and Accreditation
National Competitiveness Centre
Eiman Habbas Al-Mutairi, CEO of the National
Competitiveness Centre
Waleed Al-Rudaian, Deputy CEO of the National
Competitiveness Centre
Salman Al-Tukhaifi, General manager
Abdulrahman M. Al-Ghamdi, Project Manager

Senegal
Université Cheikh Anta Diop of Dakar
Thierno Thioune, Directeur du Centre de Recherches
Economiques Appliquées

Serbia
Foundation for the Advancement of Economics
- FREN
Aleksandar Radivojević, Coordinator
Dejan Molnar, Director

Singapore
Singapore Economic Development Board
Cheng Wai San, Director and Head
Teo Xinyu, Executive Officer, Senior

Slovakia
Business Alliance of Slovakia - PAS
Peter Serina, Executive Director
Robert Kičina, Member of the Board

Slovenia
Institute for Economic Research
Peter Stanovnik, Professor
Sonja Uršič, Senior Research Assistant
University of Ljubljana, Faculty of Economics
Mateja Drnovšek, Full Professor

South Africa
Business Unity South Africa
Tyson Thamsanqa Sibanda, Economic Policy
Manager
Olivier Serrao, Economic Policy Executive Director
Cas Coovadia, Chief Executive Officer

South Korea
Korea Development Institute
Inho Song, Executive Director, Economic Information
and Education Center
Joohee Cho, Head, Public Opinion Analysis Unit
Boyoung Han, Senior Reseach Associate, Public
Opinion Analysis Unit

2023   94
Spain
IESE Business School
Pascual Berrone, Professor, Director of the
International Center for Competitiveness
María Luisa Blázquez, Research Associate

Sri Lanka
Institute of Policy Studies of Sri Lanka - IPS
Kithmina Hewage, Research Economist
Tharindu Udayanga, Research Assistant

Switzerland
University of St.Gallen, Center for Financial
Services Innovation
Tobias Trütsch, Managing Director

Taiwan, China
Taiwan Institute of Economic Research
Chen, Yi-Man, Research Fellow
Tsuo, I-Chun, Assistant Research Fellow

Tanzania
REPOA Ltd
Donald Mmari, Executive Director
Lucas Katera, Director of Collaborations and
Capacity Building
Cornel Jahari, Researcher and Field Manager

Thailand
Chulalongkorn Business School
Kanyarat (Lek) Sanoran, Assistant Professor and
Assistant Dean at Dean's Office
Wilert Puriwat, Professor and Dean
Nat Kulvanich, Assistant Professor

Trinidad and Tobago
Arthur Lok Jack Global School of Business
Raynardo Hassanally, Alumni Relations Coordinator
Balraj Kistow, Programme Director
Ron Sookram, Academic Coordinator

Tunisia
Institut Arabe des Chefs d’Entreprises
Majdi Hassen, Executive Director
Hager KARAA, Head of Studies Department

Türkiye
TÜSIAD, Sabanci University Competitivness
Forum - REF
Esra Durceylan Kaygusuz, Director
Sezen Uğurlu Sum, Project Specialist

Ukraine
CASE Ukraine, Center for Social and Economic
Research
Dmytro Boyarchuk, Executive Director
Vladimir Dubrovskiy, Leading Economist
Oksana Kuziakiv, Senior Adviser

United Arab Emirates
Federal Competitiveness and Statistics Centre
Hanan Ahli, Director General of Federal
Competitiveness and Statistics Centre
Rashed Abdulkarim Al Blooshi, Undersecretary of
Department of Economic Development, Abu Dhabi
Hend Abdulla, Analyst

Uruguay
Universidad ORT Uruguay
Isidoro Hodara, Professor
Bruno Gili, Professor
Federico Monetti, Professor

Bolivarian Republic of Venezuela
Venezuelan Council for Investment Promotion
Jennyn Osorio, Economics Affairs Manager
Jorge García, Business Intelligence Manager

Viet Nam
Ho Chi Minh City Institute for Development
Studies - HIDS
Tran Hoang Ngan, Director
Trieu Thanh Son, Head of Rereach Management
Nguyen Manh Quan, Researcher

Yemen
Yemeni Business Club - YBC
Fathi Abdulwase Hayel Saeed, Chairman
Ghadeer Ahmed Almaqhafi, Executive Director
Safa Abdullah Alsayaghi, Projects Manager

Zambia
University of Zambia
Joseph Simbaya, Director
Chitalu Chama Chiliba, Assistant Director and Senior
Research Fellow
Patricia Funjika, Research Fellow

Zimbabwe
National Competitiveness Commission
Phillip Phiri, Executive Director
Brighton Shayanewako, Director, Competitiveness
Douglas Muzimba, Chief Economist, International
Competitiveness
Elizabeth Magwaza, Economist
2023   95
We would like to thank our Strategic Partners, Marsh McLennan, and Zurich
Insurance Group, and particularly John Doyle (President and Chief Executive
Officer, Marsh McLennan) and Mario Greco (Chief Executive Officer, Zurich
Insurance Group). ",,0
978,"Risk description Type of risk 2023
response

2032
response

Percentage
change

Market conditions imposed by and in response to COVID-19
and emerging variants, including shifts in consumer behavior to
digital channels, may continue to impact customer demand for
our core products and services

Strategic 5.10 4.88 4.3%

Government policies surrounding public health practices (in
response to the pandemic) and stimulus to drive recovery and
national resilience may significantly impact the performance of
our business

Macroeconomic 5.54 5.34 3.6%

The current interest rate environment may have a significant
effect on the organization’s capital costs and operations

Macroeconomic 5.70 5.55 2.6%

Economic conditions (including inflationary pressures) in
markets we currently serve may significantly restrict growth
opportunities, impact margins or require new skill sets for our
organization

Macroeconomic 5.98 5.84 2.3%

Uncertainty surrounding our organization’s core supply chain
including the viability of key suppliers, scarcity of supplies,
energy sources, unpredictable shipping and distribution
logistical issues, or lack of price stability in the supply chain
ecosystem may make it difficult to deliver our products or
services at acceptable margins

Operational 5.79 5.66 2.2%

TABLE 8

Five risks with largest positive differences between 2023 and 2032 51

http://www.protiviti.com
Table 9 shows the average risk score for 2032 for each of the 38 risks included in our survey organized by risk category: macroeconomic, strategic and operational. ",,1
979,"8- Divided States of America
The 2022 midterm elections halted the slide toward a constitutional crisis at the next U.S. presidential election as voters rejected virtually all candidates running for state governor or state attorney general who denied or questioned the legitimacy of the 2020 presidential election. But the U.S. remains one of the most politically polarized and dysfunctional of the world’s advanced industrial democracies heading into 2023. Extreme policy divergences between red and blue states will make it harder for U.S. and foreign companies to treat the U.S. as a single coherent market, despite obvious economic strengths. And the risk of political violence remains high.
9- Tik Tok boom
Born between the mid-1990s and the early 2010s, Generation Z is the first with no experience of life without the internet. Digital devices and social media have connected them across borders to create the first truly global generation. And that makes them a new political and geopolitical actor, especially in the U.S. and Europe. Gen Z has both the ability and the motivation to organize online to reshape corporate and public policy, making life harder for companies everywhere and disrupting politics with the click of a button.
",,0
980,"Yet much-needed attention and resources are being
diverted from newly emerging or rapidly accelerating
risks to natural ecosystems, human health, security,
digital rights and economic stability that could
become crises and catastrophes in the next decade.
A low-growth, low-investment and low-cooperation
era further undermines resilience and the ability to
manage future shocks. In recognition of growing
complexity and uncertainty, the report also explores
connections between these risks. The analysis
focuses on a potential ""polycrisis"", relating to
shortages in natural resources such as food, water,
and metals and minerals, illustrating the associated
socioeconomic and environmental fall-out through a
set of potential futures.

The report is underpinned by our annual Global
Risks Perception Survey, which brings together
leading insights from over 1,200 experts across the
World Economic Forum’s diverse network. It draws
on the collective intelligence of the world’s foremost
risk experts, including the Global Risks Advisory
Board and the Chief Risk Officers Community, as
well as thematic experts from academia, business,
government, the international community and
civil society. The report has also benefited greatly
from the expertise of the World Economic Forum’s
platforms, which work daily to drive tangible,
system-positive change for the long term. ",,1
981,"Allianz Global Corporate & Specialty SE do not assume any liability of any kind whatsoever, resulting from the use, or reliance
upon any information, material or procedure contained in this publication. Any references to third party websites are provided solely as a convenience to you and not as an endorsement by Allianz
Global Corporate & Specialty SE of the content of such third-party websites. Allianz Global Corporate & Specialty SE is not responsible for the content of such third-party sites and does not make
any representations regarding the content or accuracy of materials on such third-party websites. If you decide to access third-party websites, you do so at your own risk.

Allianz Global Corporate & Specialty SE

Dieselstr. 8, 85774 Unterfoehring, Munich, Germany

Images: Adobe Stock

January 2023

mailto:agcs.communication%40allianz.com?subject=",,0
982,"For those who have started environmental
auditing, one of the biggest challenges has
been to up-skill their teams – a difficulty
for all departments given the struggle to
attract and retain high-quality staff into
internal auditing, an issue raised by most
Risk in Focus 2023 roundtable participants
under all topics covered by this year’s
report. Understanding the complex global
regulatory landscape and its potential
significance for the business can be a
major undertaking and many businesses
seek help from external audit firms and
global consultancies. But it is only half the
picture. The other is being able to bring
in engineers, scientists and other experts
to help with building subject matter
expertise. While some assistance can be
found within the business, increasingly
chief audit executives are turning to
external sources for help to source such
experts. Internal auditors must ensure their
departments have access to the right skills

and knowledge to get on top of climaterelated risk before it is too late.

Building skills
and knowledge
Over and above the necessary technical
auditing skills, the chief audit executive
must understand the business, the context
in which it operates, and crucially must
have influence. ",,0
983,"Most alarming, a food crisis is
looming for some of the world’s most vulnerable
nations. Inequality is growing and for the first time in
20 years poverty is on the rise. The World Bank is
sounding the alarm on low global growth prospects
and even the risk of stagflation (See Bottom Line #2).

As the war continues into 2023, with no signs of a
resolution in sight, Western allies plan to maintain
sanctions and export controls on Russia and remain
broadly aligned in staunch support of Ukraine.
Businesses will be forced to manage ongoing and
complex additional restrictions, highlighting the
critical need for due diligence and compliance
structures.

This will likely increase operating costs and hamper
efficiency. Sanctions, ongoing high commodity
prices and reputational damage are therefore
among the main challenges facing companies
operating in foreign jurisdictions in 2023. A tail risk
to watch, driven by the developments in Russia and
Ukraine, is Iran (Top Risks 2023 #5 Iran in a Corner).
",,0
